"","Theme","Category","Source","Valence_mean_men","Valence_SD_men","Valence_N_men","Arousal_mean_men","Arousal_SD_men","Arousal_N_men","Valence_mean_women","Valence_SD_women","Valence_N_women","Arousal_mean_women","Arousal_SD_women","Arousal_N_women"
"I679","Roofing 2","2","Pixabay","4.08620689655172","0.38772764716055","58","4.02325581395349","0.266223330255889","43","2.26530612244898","1.42559213142121","49","2.0188679245283","1.37966782565358","53"
"I680","Roofing 3","2","Pixabay","3.96491228070175","0.596564937212016","57","3.88235294117647","0.682555750793425","51","1.91836734693878","1.30442731198212","49","2.21818181818182","1.46174564706051","55"
"I681","Roofing 4","2","Pixabay","3.72727272727273","0.694283514357548","44","3.44827586206897","1.09500322507101","58","2.5531914893617","1.28212647138324","47","2.17307692307692","1.35358860501035","52"
"I682","Roofing 5","2","Pixabay","4.03448275862069","0.417407085632379","58","4.06976744186047","0.337733963858094","43","2.08163265306122","1.42648657392148","49","1.79245283018868","1.34962231990512","53"
"I683","Rooster 1","1","Flickr/Craig Marren","4.18181818181818","1.01781177207903","44","4.43103448275862","1.27199344814484","58","3.19148936170213","1.46907687478049","47","3.73076923076923","1.64633144895522","52"
"I684","Rubber duck 1","2","Pixabay","5.31818181818182","0.958989954908404","44","5.48275862068965","1.111998032788","58","3.68085106382979","1.77061010092841","47","3.75","1.94910738745795","52"
"I685","Rugby 1","3","Pixabay","4.40350877192982","1.17806816930466","57","4.01960784313725","0.860004559951431","51","3.44897959183673","1.69633458386256","49","4.45454545454545","1.65348321249619","55"
"I686","Rugby 2","3","Wikipedia","5.26666666666667","1.09544511501033","45","5.41071428571429","1.02295091349906","56","3.24489795918367","1.54825994055824","49","2.90384615384615","1.62407880839178","52"
"I687","Running away 1","3","Pixabay","4.64444444444444","1.17077199774639","45","4.53571428571429","1.26439760309062","56","3.59183673469388","1.56682225309354","49","3.53846153846154","1.53981840617064","52"
"I688","Sad face 1","3","Pixabay","2.68181818181818","0.856513410278739","44","2.68965517241379","1.15783973911073","58","4.17021276595745","1.68521897604578","47","4.55769230769231","1.89336780076119","52"
"I689","Sad face 2","3","Pixabay","3.24137931034483","1.11308556168634","58","2.7906976744186","0.914386068689539","43","3.85714285714286","1.89296944860009","49","4.64150943396226","1.71076163450716","53"
"I690","Sad face 3","3","Pixabay","3.1551724137931","0.790330247160342","58","3.11627906976744","0.793104278425137","43","3.26530612244898","1.87944484493961","49","3.56603773584906","1.85544348795919","53"
"I691","Sad face 4","3","Pixabay","3.52272727272727","0.762146185197429","44","3.43103448275862","1.0278929046119","58","2.80851063829787","1.26212894456567","47","3","1.52109351789957","52"
"I692","Sad face 5","3","Pixabay","4.46666666666667","1.05744116535239","45","4.25","1.25408423669516","56","3.36734693877551","1.64182161981517","49","2.86538461538462","1.40068395273343","52"
"I693","Sad face 6","3","Pixabay","3.75862068965517","1.28841456806944","58","3.48837209302326","1.22225577993463","43","3.59183673469388","1.81335746782659","49","3.94230769230769","1.78680854212593","52"
"I694","Sad face 7","3","Pixabay","3.44827586206897","1.07886252303881","58","2.72093023255814","0.959304842441076","43","3.59183673469388","1.7310686408851","49","3.9622641509434","1.68662457806827","53"
"I695","Sad face 8","3","Wikipedia","2.78947368421053","1.23544153624268","57","2.45098039215686","1.0452506970138","51","3.6734693877551","1.97260144544838","49","4.6","1.91098190777722","55"
"I696","Sad face 9","3","Pixabay","2.3859649122807","0.818412792389554","57","2.23529411764706","0.991730513680358","51","3.89795918367347","1.85118090642144","49","4.58181818181818","1.78149863141608","55"
"I697","Sad pose 1","3","Pixabay","2.86363636363636","0.701854987040044","44","2.89655172413793","1.20946058982106","58","3.61702127659574","1.40732851282695","47","3.71153846153846","1.48636335332231","52"
"I698","Sad pose 2","3","Pixabay","3.68181818181818","0.800369893345172","44","3.53448275862069","1.11158993514157","58","3.82978723404255","1.34033008485045","47","2.86538461538462","1.52146531735546","52"
"I699","Sad pose 3","3","Wikipedia","2.98245614035088","1.06051247837636","57","2.74509803921569","0.890912728720428","51","3.26530612244898","1.55155177972573","49","4.16363636363636","1.83347106920621","55"
"I700","Sad pose 4","3","Pixabay","3.08771929824561","0.987071819546256","57","2.56862745098039","0.900108925870293","51","3.18367346938776","1.58998780639658","49","3.43636363636364","1.56066980354277","55"
"I701","Sad pose 5","3","Pixabay","3.11111111111111","1.17206543065538","45","3.16071428571429","0.681623348786109","56","3.12244897959184","1.57629117790814","49","3.57692307692308","1.49962287868669","52"
"I702","Sad pose 6","3","Pixabay","3.39655172413793","1.00768372879474","58","3.2093023255814","1.01320189157428","43","3.18367346938776","1.65420511358874","49","3.18867924528302","1.765661825945","53"
"I703","Sad pose 7","3","Wikipedia","3.01754385964912","1.31598995966338","57","2.43137254901961","1.17055374862984","51","3.26530612244898","1.61729597121349","49","4.03636363636364","1.74232322939523","55"
"I704","Sailing 1","4","Wikipedia","4.79310344827586","1.15102731672517","58","4.32558139534884","1.2671852991977","43","4.38775510204082","1.53861851632414","49","4.50943396226415","1.82527807691189","53"
"I705","Sailing 2","4","Wikipedia","5.34090909090909","0.93865767141247","44","5.27586206896552","1.08890905405809","58","4.68085106382979","1.33687472956638","47","4.51923076923077","1.4751588098672","52"
"I706","Sailing 3","4","Wikipedia","5.27272727272727","1.08614180331728","44","5.58620689655172","1.00933333493164","58","3.72340425531915","1.57013053541493","47","3.59615384615385","1.69497082379442","52"
"I707","Satellite 1","2","Pixabay","5.31111111111111","1.16428327977153","45","4.89285714285714","1.23109074222188","56","4.28571428571429","1.69558249578132","49","3.40384615384615","1.62407880839178","52"
"I708","Scared cat 1","1","Pixabay","4.48888888888889","1.42417794825044","45","4.69642857142857","1.40025507880325","56","4.44897959183673","1.67159136366363","49","4.63461538461539","1.4690112207936","52"
"I709","Scared face 1","3","Pixabay","3.81034482758621","0.804742446577571","58","4","0.654653670707977","43","3.08163265306122","1.68122889941997","49","3.32075471698113","1.72953511879371","53"
"I710","Scared face 2","3","Pixabay","3.75555555555556","1.20897318482097","45","3.80357142857143","0.840338521768954","56","3.24489795918367","1.57494195984193","49","3.15384615384615","1.67313976754772","52"
"I711","Scared face 3","3","Pixabay","3.19298245614035","1.39435848653509","57","2.88235294117647","1.16012169747022","51","4","1.70782512765993","49","4.21818181818182","1.77107321607559","55"
"I712","Scared face 4","3","Pixabay","3.10344827586207","0.949416352059716","58","2.7906976744186","0.832613199364728","43","3.24489795918367","1.86559432269471","49","3.69811320754717","1.96688846092167","53"
"I713","Scared face 5","3","Flickr/Dee Teal","3.22413793103448","1.02671514094283","58","2.76744186046512","0.921624066069436","43","3.38775510204082","1.82364477684357","49","3.9811320754717","1.87586458054101","53"
"I714","Scary face 1","3","Flickr/Filemon Pi","2.12280701754386","1.13499804025313","57","1.3921568627451","0.602608707953976","51","4.22448979591837","2.05411483493549","49","4.78181818181818","2.19165850518894","55"
"I715","Scary face 2","3","Pixabay","2.96551724137931","1.16927803848207","58","3.13953488372093","1.03696891969857","43","3.75510204081633","1.84312474985754","49","4.13207547169811","1.94182443800686","53"
"I716","School 1","3","Pixabay","4.95454545454545","1.29317610546526","44","5.29310344827586","0.973483898886576","58","3.19148936170213","1.29611959110631","47","3.09615384615385","1.45870766581198","52"
"I717","School 2","3","Pixabay","5.54545454545455","1.2095462430866","44","6.05172413793103","0.886990056968805","58","3.78723404255319","1.64099877080162","47","4.15384615384615","1.70793552002795","52"
"I718","School 3","3","Pixabay","4.93103448275862","0.915022173358355","58","5.30232558139535","1.28238772312638","43","3.24489795918367","1.63974861189271","49","3.58490566037736","1.78060018256757","53"
"I719","School 4","3","Pixabay","4.49122807017544","1.18205038292343","57","4.64705882352941","1.14583645275868","51","2.93877551020408","1.46355963415267","49","3.65454545454545","1.66908914856534","55"
"I720","School 5","3","Pixabay","4.20454545454545","0.929604703550159","44","4.79310344827586","1.05562188687905","58","2.74468085106383","1.24180942853534","47","2.55769230769231","1.363580372725","52"
"I721","School 6","3","Pixabay","5.51111111111111","1.16037263259034","45","5.67857142857143","1.16161553422406","56","3","1.5545631755148","49","3.19230769230769","1.42853910758525","52"
"I722","School 7","3","Pixabay","5.53333333333333","1.14017542509914","45","5.71428571428571","1.05682690961345","56","3.0625","1.56295206226428","48","3.30769230769231","1.59088656425649","52"
"I723","School 8","3","Pixabay","5.17241379310345","0.939165942672853","58","5.44186046511628","1.03054136446625","43","3.18367346938776","1.48146140387","49","3.49056603773585","1.60075272569638","53"
"I724","Seal 1","1","Pixabay","4.55555555555556","1.23501114377666","45","4.69642857142857","1.06035402076413","56","3.69387755102041","1.58382555900596","49","4.07692307692308","1.46657068107687","52"
"I725","Severed finger 1","3","Wikipedia","1.81034482758621","1.05059542936415","58","1.48837209302326","0.631404067412869","43","4.3265306122449","2.28571428571429","49","4.39622641509434","2.41262403141914","53"
"I726","Shark 1","1","Pixabay","4.01754385964912","1.44532779364326","57","3.47058823529412","1.43321932971155","51","4","1.80277563773199","49","4.21818181818182","1.84281295739953","55"
"I727","Shark 2","1","Pixabay","3.73333333333333","1.6292775867069","45","3.58928571428571","1.37214875570844","56","4.53061224489796","1.65959383605757","49","4.59615384615385","1.48534825103329","52"
"I728","Shark 3","1","Pixabay","3.77586206896552","1.25716338242686","58","3.86046511627907","1.18686051149836","43","4.44897959183673","1.64647634472576","49","4.22641509433962","1.65995261093111","53"
"I729","Shark 4","1","Pixabay","3.1551724137931","1.1363487872318","58","2.97674418604651","1.1016950596375","43","4.57142857142857","1.76776695296637","49","4.64150943396226","1.89223453196155","53"
"I730","Shark 5","1","Pixabay","3.68888888888889","1.60711800525919","45","3.51785714285714","1.29321405706967","56","4.3469387755102","1.69005695673454","49","4.53846153846154","1.69730511268615","52"
"I731","Shark 6","1","Wikipedia","4.05263157894737","1.51682295595078","57","3.72549019607843","1.31268322717324","51","3.71428571428571","1.71998062004586","49","4.14545454545455","1.74714774776641","55"
"I732","Shark 7","1","Wikipedia","3.72413793103448","1.16668827220509","58","3.93023255813953","1.22270871890883","43","4.51020408163265","1.62175893424896","49","4.0377358490566","1.67518384927817","53"
"I733","Shark 8","1","Wikipedia","4.04545454545455","1.09872114782438","44","4.08620689655172","1.4053092655645","58","4.1063829787234","1.57747793415548","47","4.73076923076923","1.82698062940228","52"
"I734","Shark 9","1","Wikipedia","3.88636363636364","1.10423938024302","44","3.87931034482759","1.51110028702101","58","4.31914893617021","1.58945414445834","47","4.59615384615385","1.9021104417804","52"
"I735","Shark 10","1","Wikipedia","3.31034482758621","1.14258703920785","58","3.13953488372093","1.16662711529225","43","4.51020408163265","1.68476567336519","49","4.41509433962264","1.58640816195376","53"
"I736","Shark 11","1","Wikipedia","3.68965517241379","1.12712795319232","58","3.74418604651163","1.15661705511445","43","4.40816326530612","1.6572865290757","49","4.30188679245283","1.62415546883221","53"
"I737","Shooting 1","3","Wikipedia","3.45454545454545","1.15042045811259","44","3.25862068965517","1.56227841744022","58","4.38297872340426","1.59555348839206","47","4.46153846153846","1.70881840223736","52"
"I738","Shot 1","2","Pixabay","2.71111111111111","1.25448689659852","45","2.83928571428571","1.12454897163725","56","4.20408163265306","1.80253978038321","49","4.23076923076923","1.8536173919926","52"
"I739","Shot 2","3","Pixabay","3.88636363636364","1.16570986639061","44","3.55172413793103","1.32681406824311","58","4.02127659574468","1.48161723775844","47","4.30769230769231","1.52801885752738","52"
"I740","Shot 3","2","Pixabay","2.08771929824561","1.00500003117246","57","1.72549019607843","0.918225056781811","51","3.6530612244898","1.86582220937763","49","4.63636363636364","2.07599718443073","55"
"I741","Shot 4","2","Pixabay","2.53333333333333","1.27207775634268","45","2.58928571428571","1.12454897163725","56","3.75510204081633","1.82037784819638","49","3.46153846153846","1.77633173970182","52"
"I742","Shot 5","2","Pixabay","3.18181818181818","0.994700545629531","44","2.91379310344828","1.0967972954562","58","3.59574468085106","1.80168489340787","47","3.88461538461538","1.74506414460279","52"
"I743","Siblings 1","3","Pixabay","5.94736842105263","1.07605517369794","57","6.49019607843137","0.833607797938763","51","3.61224489795918","1.83503322552359","49","4.30909090909091","1.84463915243432","55"
"I744","Sidewalk 1","2","Pixabay","4.31111111111111","0.763431911062331","45","4.32142857142857","0.663520715772869","56","2.3469387755102","1.40758392893881","49","2.25","1.38443731048635","52"
"I745","Sidewalk 2","2","Pixabay","4.4","1.00904995821903","45","4.71428571428571","1.23161808889084","56","2.44897959183673","1.32383949948933","49","2.38461538461538","1.41634500828851","52"
"I746","Sidewalk 3","2","Pixabay","4.27586206896552","0.586189103320579","58","4.32558139534884","0.565724576793764","43","2.36734693877551","1.50960642706165","49","2.13207547169811","1.45493504810163","53"
"I747","Sidewalk 4","2","Pixabay","5.20454545454545","0.929604703550159","44","5.6551724137931","1.17804065902386","58","3.31914893617021","1.28716714530184","47","3.48076923076923","1.76557922079895","52"
"I748","Sidewalk 5","2","Pixabay","4.53333333333333","0.842075358320684","45","4.41071428571429","0.733033193203188","56","2.04081632653061","1.4136121532188","49","1.92307692307692","1.26562630928372","52"
"I749","Sidewalk 6","2","Pixabay","2.57777777777778","1.52983791311499","45","3.01785714285714","1.42051298581081","56","1.93877551020408","1.21463580387473","49","1.90384615384615","1.34688624764772","52"
"I750","Skier 1","3","Wikipedia","5.47368421052632","0.946898379633941","57","5.47058823529412","0.879839557566505","51","3.6530612244898","1.79757962744542","49","4.72727272727273","1.64940556581416","55"
"I751","Skijump 1","4","Wikipedia","4.52272727272727","1.1099682870734","44","4.48275862068965","1.1882668982243","58","3.87234042553191","1.70187902901975","47","4.05769230769231","1.87254112275545","52"
"I752","Skijump 2","4","Wikipedia","4.82758620689655","0.99362760920343","58","4.90697674418605","1.17136374506633","43","4.3469387755102","1.4655917520488","49","4.07547169811321","1.79581839714648","53"
"I753","Skinhead 1","3","Wikipedia","2.89473684210526","1.41022048081542","57","3.23529411764706","1.12406824159599","51","2.87755102040816","1.77520718346273","49","3.76363636363636","1.68834387803701","55"
"I754","Sky 1","4","Pixabay","4.63636363636364","0.891586229272486","44","4.6551724137931","0.965214713644677","58","2.87234042553191","1.70187902901975","47","2.84615384615385","1.6495348766245","52"
"I755","Skydiving 1","4","Pixabay","5.21052631578947","1.26401912995898","57","5.25490196078431","1.29372543076036","51","4.22448979591837","1.72319115454497","49","5.09090909090909","1.35089445365499","55"
"I756","Skydiving 2","3","Pixabay","5.02222222222222","1.17722495125553","45","5.58928571428571","1.05790162309916","56","4.77551020408163","1.74720379132927","49","4.44230769230769","1.70826665432906","52"
"I757","Skydiving 3","3","Pixabay","5.22413793103448","1.14006930303775","58","4.88372093023256","1.38373721572072","43","5","1.62018517460197","49","5.13207547169811","1.80850273653114","53"
"I758","Skydiving 4","3","Pixabay","5.22222222222222","1.42842712113851","45","5.53571428571429","1.06111923268501","56","4.59183673469388","1.55346879792368","49","4.21153846153846","1.60069272334516","52"
"I759","Skydiving 5","3","Pixabay","4.95454545454545","1.29317610546526","44","4.8448275862069","1.26770581758048","58","5.02127659574468","1.31031628611482","47","5.23076923076923","1.59183436688109","52"
"I760","Skyscraper 1","4","Wikipedia","4.33333333333333","0.740012869900955","57","3.90196078431373","0.900108925870293","51","2.38775510204082","1.42618848874971","49","2.12727272727273","1.37510330190466","55"
"I761","Skyscraper 2","4","Wikipedia","4.52272727272727","0.698457981411223","44","4.46551724137931","0.959084308193933","58","3.06382978723404","1.50945217991206","47","2.71153846153846","1.40498466199902","52"
"I762","Sleepy pose 1","3","Wikipedia","2.86666666666667","1.85374314195997","45","2.33928571428571","1.44318820941421","56","3.71428571428571","1.56790731018556","49","3.25","1.65535376232133","52"
"I763","Sleepy pose 2","3","Wikipedia","3.70454545454545","0.904241824378635","44","3.58620689655172","0.973949866475551","58","2.48936170212766","1.33306349412582","47","2.69230769230769","1.51513231854012","52"
"I764","Sleepy pose 3","3","Flickr/Kevin","3.81818181818182","0.869983353829717","44","3.62068965517241","1.0732404810044","58","2.27659574468085","1.45515765856688","47","2.42307692307692","1.36261216622172","52"
"I765","Sleepy pose 4","3","Flickr/matt","4.11363636363636","0.868463200031944","44","3.8448275862069","0.9328643709909","58","2.48936170212766","1.42756010191807","47","2.53846153846154","1.52703144620777","52"
"I766","Smiling face 1","3","Pixabay","5.63157894736842","1.17460599697103","57","5.64705882352941","1.18022928978677","51","4.77551020408163","1.53113936501614","49","3.54545454545455","1.63092999847715","55"
"I767","Snake 1","1","Wikipedia","3.22222222222222","1.37986970545788","45","2.83928571428571","1.26169850474791","56","4.04081632653061","1.91441008835478","49","4.30769230769231","1.97571988903783","52"
"I768","Snake 2","1","Wikipedia","3.2","1.56088552955162","45","2.98214285714286","1.3550051516651","56","4.14285714285714","1.89296944860009","49","4.36538461538461","1.95065445180506","52"
"I769","Snake 3","1","Wikipedia","3.08888888888889","1.53478192442951","45","2.78571428571429","1.24629320516753","56","4.38775510204082","1.98763182508956","49","4.75","1.93902138244235","52"
"I770","Snake 4","1","Wikipedia","2.68888888888889","1.44320070774244","45","2.14285714285714","1.05189995080022","56","4.77551020408163","1.97130779478211","49","4.82692307692308","1.90686226042715","52"
"I771","Snake 5","1","Wikipedia","3.06896551724138","1.19739584340669","58","2.67441860465116","1.50745654967877","43","4.59183673469388","1.85874473039982","49","4.20754716981132","1.86422277644927","53"
"I772","Snake 6","1","Wikipedia","3.29310344827586","1.10831974437767","58","2.86046511627907","1.74002456672363","43","4.30612244897959","1.82806912743853","49","4.15094339622642","1.97480501875983","53"
"I773","Snow 1","4","Pixabay","4.5","0.664725857114254","44","4.72413793103448","0.969592127093635","58","2.23404255319149","1.41748040332205","47","2.23076923076923","1.39488399426836","52"
"I774","Snow 2","4","Pixabay","4.45454545454545","0.627084262523339","44","4.62068965517241","0.933350617764075","58","2.36170212765957","1.48068039464374","47","2.09615384615385","1.37569398365028","52"
"I775","Snow 3","4","Pixabay","4.59649122807018","0.979424924615151","57","4.52941176470588","0.879839557566505","51","2.38775510204082","1.55209974081635","49","2.29090909090909","1.49904571215759","55"
"I776","Snow 4","4","Pixabay","3.3859649122807","1.37261983558179","57","3.50980392156863","1.40531205103504","51","2.63265306122449","1.61624407128354","49","2.69090909090909","1.7833876136363","55"
"I777","Snow 5","4","Pixabay","4.64444444444444","1.11101009641832","45","4.96428571428571","0.893700900022652","56","2.81632653061224","1.64156263698845","49","2.98076923076923","1.83100084723195","52"
"I778","Soccer 1","2","Pixabay","4.20454545454545","0.667502999019322","44","4.48275862068965","0.80003024746206","58","2.68085106382979","1.49064303280458","47","2.23076923076923","1.50313899811765","52"
"I779","Soccer 2","2","Pixabay","4.62068965517241","0.894968120708268","58","4.55813953488372","0.933562699233307","43","3.06122448979592","1.56002354770297","49","2.69811320754717","1.50108813942493","53"
"I780","Socks 1","2","Pixabay","4.21052631578947","0.58969853391564","57","4.19607843137255","0.529890850765976","51","1.95918367346939","1.39879685911187","49","1.85454545454545","1.32522788841352","55"
"I781","Solar panel 1","4","Pixabay","4.97777777777778","1.2152233032524","45","5.03571428571429","1.24993506324835","56","3.08163265306122","1.70583233219981","49","2.40384615384615","1.4178085186213","52"
"I782","Soldiers 1","4","Pixabay","4.28070175438596","1.43619519620559","57","4.01960784313725","1.3489284054898","51","3.69387755102041","1.77017044415518","49","4.30909090909091","1.5619637126805","55"
"I783","Soldiers 2","3","Pixabay","4.05172413793103","1.28993966665797","58","3.95348837209302","1.06800856898856","43","3.6734693877551","1.61229333432796","49","3.33962264150943","1.67496723534447","53"
"I784","Soldiers 3","3","Pixabay","4.51724137931035","1.47780514479312","58","4.2093023255814","1.48897759001467","43","4.38775510204082","1.76560101347261","49","4.52830188679245","1.89740484290543","53"
"I785","Soldiers 4","4","Pixabay","4.59090909090909","1.4518341538027","44","4.72413793103448","1.57606108449031","58","3.85106382978723","1.70649301460061","47","4.65384615384615","1.65546765366704","52"
"I786","Soldiers 5","3","Wikipedia","4.91379310344828","0.941899587873258","58","4.97674418604651","1.22451879942448","43","3.3469387755102","1.66522046098211","49","3.43396226415094","1.46115646982719","53"
"I787","Soldiers 6","3","Pixabay","3.96491228070175","0.962973673440426","57","4.23529411764706","1.03127562356758","51","2.89795918367347","1.67387895270217","49","3.90909090909091","1.61328658417951","55"
"I788","Soldiers 7","3","Pixabay","3","1.21395395733377","58","2.09302325581395","0.971350397479913","43","4.26530612244898","1.71725932573876","49","3.88679245283019","1.97737566329418","53"
"I789","Soldiers 8","3","Pixabay","2.6140350877193","1.19155339735442","57","2.3921568627451","1.21784122729605","51","3.3469387755102","1.70233932683043","49","4.45454545454545","1.68674771234997","55"
"I790","Soldiers 9","3","Pixabay","3.88636363636364","1.29786782375913","44","3.1551724137931","1.36113631757261","58","4.34042553191489","1.57806424821927","47","4.96153846153846","1.37143889603239","52"
"I791","Soldiers 10","4","Pixabay","2.86206896551724","1.48025929286314","58","2.25581395348837","1.15661705511445","43","4.36734693877551","1.88959737279996","49","4","1.82924953086063","53"
"I792","Soup 1","2","Pixabay","4.98275862068965","0.964117254831968","58","5.13953488372093","0.914991421995628","43","3.04081632653061","1.47138233861718","49","2.9622641509434","1.7316317799088","53"
"I793","Spider 1","1","Pixabay","3.06818181818182","1.16933149800212","44","3.06896551724138","1.68441846871181","58","3.76595744680851","1.87909281948413","47","4.32692307692308","1.90686226042715","52"
"I794","Spider 2","1","Pixabay","3.35555555555556","1.50989998999867","45","2.57142857142857","1.23372522146462","56","4.69387755102041","1.98120419644902","49","4.71153846153846","1.91317965969127","52"
"I795","Statue 1","2","Pixabay","5.15789473684211","1.17700397019919","57","5.52941176470588","1.11987394248586","51","2.77551020408163","1.6616420859405","49","2.83636363636364","1.61891180145041","55"
"I796","Statue 2","2","Pixabay","5.06666666666667","1.40453809942175","45","5.03571428571429","1.33436107576603","56","3.3265306122449","1.46326910121995","49","3.40384615384615","1.52443644855113","52"
"I797","Stingray 1","1","Pixabay","4.29310344827586","1.0761957150913","58","4.88372093023256","1.11716695954717","43","3.77551020408163","1.59772372093406","49","3.35849056603774","1.58228582974906","53"
"I798","Stingray 2","1","Pixabay","4.43181818181818","1.10806194253703","44","5","1.07605517369794","58","3.70212765957447","1.53105382316746","47","3.78846153846154","1.73019933637421","52"
"I799","Stingray 3","1","Pixabay","4.41379310344828","1.1399366365681","58","4.69767441860465","1.26368478063408","43","4.22448979591837","1.54468586507701","49","3.94339622641509","1.70310908385927","53"
"I800","Storage 1","2","Pixabay","4.15555555555556","0.705676836788482","45","3.91071428571429","0.76933940291858","56","2.14285714285714","1.33853153368408","49","1.90384615384615","1.302480520115","52"
"I801","Storage 2","2","Pixabay","4.06896551724138","0.697415503666925","58","3.93023255813953","0.632280409357736","43","2.48979591836735","1.40122638219156","49","2.0377358490566","1.37228422923442","53"
"I802","Storage 3","2","Pixabay","3.88636363636364","1.03913893448305","44","3.56896551724138","1.20105317768706","58","2.65957446808511","1.43370295487322","47","2.44230769230769","1.58934517948352","52"
"I803","Street 1","4","Pixabay","4.68888888888889","0.9000561149734","45","4.44642857142857","1.00760098266116","56","2.83673469387755","1.57251045009127","49","2.5","1.3791159430279","52"
"I804","Street 2","4","Pixabay","4.63157894736842","1.18971153387474","57","4.58823529411765","1.0803049678352","51","3.20408163265306","1.81406072845718","49","3.12727272727273","1.65612829900372","55"
"I805","Street 3","4","Pixabay","5.02272727272727","0.952075733836248","44","5.08620689655172","0.941899587873258","58","3.59574468085106","1.63733046872945","47","3.03846153846154","1.74851801071245","52"
"I806","Street 4","4","Pixabay","4.86363636363636","0.929888942879092","44","4.89655172413793","0.930754366232108","58","2.87234042553191","1.3770955774445","47","2.59615384615385","1.28733826906704","52"
"I807","Street 5","4","Pixabay","4.11363636363636","0.784023881070465","44","4","1.02597835208515","58","2.34042553191489","1.22077302210848","47","2.17307692307692","1.39636999768593","52"
"I808","Sun 1","2","Pixabay","4.53448275862069","1.21706459113548","58","4.25581395348837","1.5289744969036","43","4.44897959183673","1.82644035044715","49","4.54716981132075","1.90713274250448","53"
"I809","Sunflower 1","4","Pixabay","5.58620689655172","1.07661722919393","58","6.25581395348837","0.953515381947343","43","3.71428571428571","1.73205080756888","49","3.94339622641509","1.83360819507942","53"
"I810","Sunset 1","4","Pixabay","6","1","45","6.10714285714286","1.07328842905719","56","3.77551020408163","1.81733901307251","49","3.76923076923077","1.92624173971467","52"
"I811","Sunset 2","4","Pixabay","5.75","1.05928892340844","44","6.20689655172414","0.913036589448698","58","3.95744680851064","1.61457285788332","47","4.32692307692308","1.84413382448082","52"
"I812","Sunset 3","4","Pixabay","5.96491228070175","1.03449284124951","57","6.29411764705882","0.900979858755096","51","3.75510204081633","1.78571428571429","49","3.67272727272727","2.03719619825101","55"
"I813","Sunset 4","4","Pixabay","5.77272727272727","1.00842120130375","44","6.36206896551724","0.911876335530573","58","4.19148936170213","1.67641306874478","47","4.40384615384615","2.00254363135366","52"
"I814","Sunset 5","4","Pixabay","5.80701754385965","1.20176353288508","57","5.96078431372549","1.03847550406787","51","3.57142857142857","1.71998062004586","49","3.50909090909091","2.03554276384318","55"
"I815","Sunset 6","4","Pixabay","5.71929824561404","1.03085238594282","57","5.92156862745098","1.05533193365693","51","3.3469387755102","1.73866592066258","49","3.30909090909091","1.96141225833277","55"
"I816","Surgery 1","3","Pixabay","3.15909090909091","0.887724601600928","44","2.72413793103448","1.28135212915376","58","4.12765957446809","1.76459160537645","47","4.73076923076923","1.77250663999846","52"
"I817","Surgery 2","3","Pixabay","3.92982456140351","1.39974039841586","57","4.07843137254902","1.09257745272181","51","3.30612244897959","1.62280725946138","49","4.09090909090909","1.86857766538683","55"
"I818","Surgery 3","3","Wikipedia","3.52631578947368","1.41554208644471","57","3.84313725490196","1.34718297227374","51","3.38775510204082","1.66853636623305","49","4.38181818181818","1.77941843486291","55"
"I819","Surgery 4","3","Wikipedia","3.51724137931034","1.1882668982243","58","3.44186046511628","1.20123598215686","43","3.87755102040816","1.82154528104144","49","3.92452830188679","1.93001650654334","53"
"I820","Surgery 5","3","Wikipedia","3.88888888888889","1.51090313482641","45","4.10714285714286","1.41007506477907","56","4.26530612244898","1.76511933265244","49","4.07692307692308","1.6311448384993","52"
"I821","Surprise 1","3","Pixabay","4.61363636363636","0.993371264605842","44","4.74137931034483","1.2075834187536","58","4.21276595744681","1.41323203751521","47","3.98076923076923","1.62686254785797","52"
"I822","Surprise 2","3","Pixabay","5.06818181818182","1.18905331256712","44","5.46551724137931","1.14271939797333","58","3.48936170212766","1.6664508031655","47","3.86538461538462","1.77154907458987","52"
"I823","Swimming 1","3","Pixabay","5.06896551724138","0.933998553015845","58","5.04651162790698","1.1117015780645","43","3.59183673469388","1.6572865290757","49","3.66037735849057","1.58045023072073","53"
"I824","Swingset 1","2","Pixabay","4.29545454545455","0.701478354339437","44","4.32758620689655","0.758297516821029","58","2.80851063829787","1.55533161391138","47","2.61538461538462","1.5101466771229","52"
"I825","Thunderstorm 1","4","Pixabay","3.36842105263158","1.39682777018102","57","2.94117647058824","1.28703946646375","51","4.3265306122449","1.81874218328264","49","4.74545454545455","1.72367159605412","55"
"I826","Thunderstorm 2","4","Pixabay","5.26315789473684","1.35654913803731","57","4.82352941176471","1.47926849967058","51","4.42857142857143","1.6583123951777","49","4.65454545454545","1.76612341561736","55"
"I827","Thunderstorm 3","4","Pixabay","4.12068965517241","1.25764450122841","58","3.74418604651163","1.39886047596936","43","4.91836734693878","1.56573644405593","49","4.45283018867925","1.89702234016132","53"
"I828","Thunderstorm 4","4","Pixabay","3.56896551724138","1.3260159159363","58","3.27906976744186","1.48525420936794","43","4.59183673469388","1.69457919244153","49","4.67924528301887","1.81631055572363","53"
"I829","Thunderstorm 5","4","Pixabay","4.70689655172414","1.1699245843089","58","4.81395348837209","1.4352005659321","43","4.61224489795918","1.76560101347261","49","4.43396226415094","1.8657792140207","53"
